"gene","removal_reason"
"Vigun09g044700","low readcount"
"Vigun09g044800","low readcount"
"Vigun09g045100","low readcount"
"Vigun09g045600","low readcount"
"Vigun09g045800","low readcount"
"Vigun09g045900","low readcount"
"Vigun09g046000","low readcount"
"Vigun09g046100","low readcount"
"Vigun09g046200","low readcount"
"Vigun09g046300","low readcount"
"Vigun09g047200","low readcount"
"Vigun09g047300","low readcount"
"Vigun09g047900","low readcount"
"Vigun09g048100","low readcount"
"Vigun09g048600","low readcount"
"Vigun09g048700","low readcount"
"Vigun09g048800","low readcount"
"Vigun09g049100","low readcount"
"Vigun09g049600","low readcount"
"Vigun09g049800","low readcount"
"Vigun09g050500","low readcount"
"Vigun09g050700","low readcount"
"Vigun09g050900","low readcount"
"Vigun09g051400","low readcount"
"Vigun09g051700","low readcount"
"Vigun09g052100","low readcount"
"Vigun09g052600","low readcount"
"Vigun09g053600","low readcount"
"Vigun09g053800","low readcount"
"Vigun09g053900","low readcount"
"Vigun09g054250","low readcount"
"Vigun09g054600","low readcount"
"Vigun09g054700","low readcount"
"Vigun09g055700","low readcount"
"Vigun09g056500","low readcount"
"Vigun09g057800","low readcount"
"Vigun09g058300","low readcount"
"Vigun09g058350","low readcount"
"Vigun09g058401","low readcount"
"Vigun09g058800","low readcount"
"Vigun09g058900","low readcount"
"Vigun09g059100","low readcount"
"Vigun09g059300","low readcount"
"Vigun09g059500","low readcount"
"Vigun09g059700","low readcount"
"Vigun09g060000","low readcount"
"Vigun09g060200","low readcount"
"Vigun09g061000","low readcount"
"Vigun09g061300","low readcount"
"Vigun09g061600","low readcount"
"Vigun09g062300","low readcount"
"Vigun09g063100","low readcount"
"Vigun09g063600","low readcount"
"Vigun09g063700","low readcount"
"Vigun09g064700","low readcount"
"Vigun09g064900","low readcount"
"Vigun09g065200","low readcount"
"Vigun09g065500","low readcount"
"Vigun09g065700","low readcount"
"Vigun09g065800","low readcount"
"Vigun09g066000","low readcount"
"Vigun09g066200","low readcount"
"Vigun09g066300","low readcount"
"Vigun09g066500","low readcount"
"Vigun09g066600","low readcount"
"Vigun09g066900","low readcount"
"Vigun09g067000","low readcount"
"Vigun09g067300","low readcount"
"Vigun09g067800","low readcount"
"Vigun09g068500","low readcount"
"Vigun09g068800","low readcount"
"Vigun09g068900","low readcount"
"Vigun09g069000","low readcount"
"Vigun09g069300","low readcount"
"Vigun09g069500","low readcount"
"Vigun09g069700","low readcount"
"Vigun09g070600","low readcount"
"Vigun09g071000","low readcount"
"Vigun09g071300","low readcount"
"Vigun09g072000","low readcount"
"Vigun09g073900","low readcount"
"Vigun09g074100","low readcount"
"Vigun09g074700","low readcount"
"Vigun09g075100","low readcount"
"Vigun09g075800","low readcount"
"Vigun09g076400","low readcount"
"Vigun09g076750","low readcount"
"Vigun09g076775","low readcount"
"Vigun09g076800","low readcount"
"Vigun09g076900","low readcount"
"Vigun09g077000","low readcount"
"Vigun09g077400","low readcount"
"Vigun09g077600","low readcount"
"Vigun09g077900","low readcount"
"Vigun09g078600","low readcount"
"Vigun09g079100","low readcount"
"Vigun09g079400","low readcount"
"Vigun09g079600","low readcount"
"Vigun09g079800","low readcount"
"Vigun09g080000","low readcount"
"Vigun09g080100","low readcount"
"Vigun09g080300","low readcount"
"Vigun09g080500","low readcount"
"Vigun09g080600","low readcount"
"Vigun09g080700","low readcount"
"Vigun09g080900","low readcount"
"Vigun09g081500","low readcount"
"Vigun09g083300","low readcount"
"Vigun09g083625","low readcount"
"Vigun09g084300","low readcount"
"Vigun09g085000","low readcount"
"Vigun09g085100","low readcount"
"Vigun09g086400","low readcount"
"Vigun09g087000","low readcount"
"Vigun09g087500","low readcount"
"Vigun09g087600","low readcount"
"Vigun09g087800","low readcount"
"Vigun09g088900","low readcount"
"Vigun09g089050","low readcount"
"Vigun09g089400","low readcount"
"Vigun09g089950","low readcount"
"Vigun09g090100","low readcount"
"Vigun09g090200","low readcount"
"Vigun09g090400","low readcount"
"Vigun09g090500","low readcount"
"Vigun09g090583","low readcount"
"Vigun09g090666","low readcount"
"Vigun09g090749","low readcount"
"Vigun09g093100","low readcount"
"Vigun09g093200","low readcount"
"Vigun09g093400","low readcount"
"Vigun09g093700","low readcount"
"Vigun09g094600","low readcount"
"Vigun09g094700","low readcount"
"Vigun09g095000","low readcount"
"Vigun09g096100","low readcount"
"Vigun09g096400","low readcount"
"Vigun09g096700","low readcount"
"Vigun09g097000","low readcount"
"Vigun09g097800","low readcount"
"Vigun09g098000","low readcount"
"Vigun09g098800","low readcount"
"Vigun09g098950","low readcount"
"Vigun09g098975","low readcount"
"Vigun09g099300","low readcount"
"Vigun09g099400","low readcount"
"Vigun09g099500","low readcount"
"Vigun09g099900","low readcount"
"Vigun09g100300","low readcount"
"Vigun09g100400","low readcount"
"Vigun09g100700","low readcount"
"Vigun09g100800","low readcount"
"Vigun09g101225","low readcount"
"Vigun09g101250","low readcount"
"Vigun09g101300","low readcount"
"Vigun09g102300","low readcount"
"Vigun09g102500","low readcount"
"Vigun09g102600","low readcount"
"Vigun09g102800","low readcount"
"Vigun09g102866","low readcount"
"Vigun09g103333","low readcount"
"Vigun09g103400","low readcount"
"Vigun09g103450","low readcount"
"Vigun09g103500","low readcount"
"Vigun09g103700","low readcount"
"Vigun09g103750","low readcount"
"Vigun09g103800","low readcount"
"Vigun09g104200","low readcount"
"Vigun09g104300","low readcount"
"Vigun09g104700","low readcount"
"Vigun09g105000","low readcount"
"Vigun09g105200","low readcount"
"Vigun09g105500","low readcount"
"Vigun09g106720","low readcount"
"Vigun09g107900","low readcount"
"Vigun09g108000","low readcount"
"Vigun09g108100","low readcount"
"Vigun09g108300","low readcount"
"Vigun09g108550","low readcount"
"Vigun09g108575","low readcount"
"Vigun09g108601","low readcount"
"Vigun09g108626","low readcount"
"Vigun09g108651","low readcount"
"Vigun09g108676","low readcount"
"Vigun09g108800","low readcount"
"Vigun09g108900","low readcount"
"Vigun09g109100","low readcount"
"Vigun09g111100","low readcount"
"Vigun09g111500","low readcount"
"Vigun09g111550","low readcount"
"Vigun09g111900","low readcount"
"Vigun09g112200","low readcount"
"Vigun09g114400","low readcount"
"Vigun09g115200","low readcount"
"Vigun09g115800","low readcount"
"Vigun09g115900","low readcount"
"Vigun09g119600","low readcount"
"Vigun09g119800","low readcount"
"Vigun09g119900","low readcount"
"Vigun09g120100","low readcount"
"Vigun09g120200","low readcount"
"Vigun09g120900","low readcount"
"Vigun09g121000","low readcount"
"Vigun09g121100","low readcount"
"Vigun09g121800","low readcount"
"Vigun09g121900","low readcount"
"Vigun09g122400","low readcount"
"Vigun09g122700","low readcount"
"Vigun09g122900","low readcount"
"Vigun09g123000","low readcount"
"Vigun09g123200","low readcount"
"Vigun09g123300","low readcount"
"Vigun09g123500","low readcount"
"Vigun09g123533","low readcount"
"Vigun09g123566","low readcount"
"Vigun09g124150","low readcount"
"Vigun09g124700","low readcount"
"Vigun09g125000","low readcount"
"Vigun09g125300","low readcount"
"Vigun09g125500","low readcount"
"Vigun09g126300","low readcount"
"Vigun09g126500","low readcount"
"Vigun09g126600","low readcount"
"Vigun09g126700","low readcount"
"Vigun09g126800","low readcount"
"Vigun09g127200","low readcount"
"Vigun09g127300","low readcount"
"Vigun09g127500","low readcount"
"Vigun09g128000","low readcount"
"Vigun09g128700","low readcount"
"Vigun09g129100","low readcount"
"Vigun09g129200","low readcount"
"Vigun09g129400","low readcount"
"Vigun09g129600","low readcount"
"Vigun09g129900","low readcount"
"Vigun09g130100","low readcount"
"Vigun09g130300","low readcount"
"Vigun09g130500","low readcount"
"Vigun09g130650","low readcount"
"Vigun09g131000","low readcount"
"Vigun09g131100","low readcount"
"Vigun09g131300","low readcount"
"Vigun09g131500","low readcount"
"Vigun09g131600","low readcount"
"Vigun09g131700","low readcount"
"Vigun09g132200","low readcount"
"Vigun09g132300","low readcount"
"Vigun09g132400","low readcount"
"Vigun09g133450","low readcount"
"Vigun09g133500","low readcount"
"Vigun09g133600","low readcount"
"Vigun09g133800","low readcount"
"Vigun09g134000","low readcount"
"Vigun09g135100","low readcount"
"Vigun09g135400","low readcount"
"Vigun09g135900","low readcount"
"Vigun09g136000","low readcount"
"Vigun09g136100","low readcount"
"Vigun09g136300","low readcount"
"Vigun09g136600","low readcount"
"Vigun09g136700","low readcount"
"Vigun09g138000","low readcount"
"Vigun09g138700","low readcount"
"Vigun09g138800","low readcount"
"Vigun09g139200","low readcount"
"Vigun09g139300","low readcount"
"Vigun09g139400","low readcount"
"Vigun09g139800","low readcount"
"Vigun09g139900","low readcount"
"Vigun09g140400","low readcount"
"Vigun09g140700","low readcount"
"Vigun09g141500","low readcount"
"Vigun09g141900","low readcount"
"Vigun09g142300","low readcount"
"Vigun09g142500","low readcount"
"Vigun09g142600","low readcount"
"Vigun09g143300","low readcount"
"Vigun09g143700","low readcount"
"Vigun09g143900","low readcount"
"Vigun09g144100","low readcount"
"Vigun09g144300","low readcount"
"Vigun09g144400","low readcount"
"Vigun09g144700","low readcount"
"Vigun09g144900","low readcount"
"Vigun09g145200","low readcount"
"Vigun09g145400","low readcount"
"Vigun09g145550","low readcount"
"Vigun09g145600","low readcount"
"Vigun09g145800","low readcount"
"Vigun09g146200","low readcount"
"Vigun09g146400","low readcount"
"Vigun09g146600","low readcount"
"Vigun09g148000","low readcount"
"Vigun09g148400","low readcount"
"Vigun09g149100","low readcount"
"Vigun09g149200","low readcount"
"Vigun09g149700","low readcount"
"Vigun09g149800","low readcount"
"Vigun09g150500","low readcount"
"Vigun09g150550","low readcount"
"Vigun09g150700","low readcount"
"Vigun09g151100","low readcount"
"Vigun09g152400","low readcount"
"Vigun09g153000","low readcount"
"Vigun09g153200","low readcount"
"Vigun09g154200","low readcount"
"Vigun09g154700","low readcount"
"Vigun09g155200","low readcount"
"Vigun09g155900","low readcount"
"Vigun09g156100","low readcount"
"Vigun09g157100","low readcount"
"Vigun09g157400","low readcount"
"Vigun09g157800","low readcount"
"Vigun09g157900","low readcount"
"Vigun09g158700","low readcount"
"Vigun09g160200","low readcount"
"Vigun09g160500","low readcount"
"Vigun09g160700","low readcount"
"Vigun09g160800","low readcount"
"Vigun09g160900","low readcount"
"Vigun09g161000","low readcount"
"Vigun09g161100","low readcount"
"Vigun09g161300","low readcount"
"Vigun09g161500","low readcount"
"Vigun09g161800","low readcount"
"Vigun09g162400","low readcount"
"Vigun09g163900","low readcount"
"Vigun09g164000","low readcount"
"Vigun09g164201","low readcount"
"Vigun09g164600","low readcount"
"Vigun09g164700","low readcount"
"Vigun09g164800","low readcount"
"Vigun09g164900","low readcount"
"Vigun09g165600","low readcount"
"Vigun09g166000","low readcount"
"Vigun09g166300","low readcount"
"Vigun09g166600","low readcount"
"Vigun09g166800","low readcount"
"Vigun09g166900","low readcount"
"Vigun09g167400","low readcount"
"Vigun09g167600","low readcount"
"Vigun09g168100","low readcount"
"Vigun09g169600","low readcount"
"Vigun09g170100","low readcount"
"Vigun09g170500","low readcount"
"Vigun09g170700","low readcount"
"Vigun09g170800","low readcount"
"Vigun09g171000","low readcount"
"Vigun09g171100","low readcount"
"Vigun09g171300","low readcount"
"Vigun09g171500","low readcount"
"Vigun09g171600","low readcount"
"Vigun09g172287","low readcount"
"Vigun09g172328","low readcount"
"Vigun09g172369","low readcount"
"Vigun09g172800","low readcount"
"Vigun09g173200","low readcount"
"Vigun09g173700","low readcount"
"Vigun09g173800","low readcount"
"Vigun09g174100","low readcount"
"Vigun09g175000","low readcount"
"Vigun09g175300","low readcount"
"Vigun09g175600","low readcount"
"Vigun09g175700","low readcount"
"Vigun09g177100","low readcount"
"Vigun09g177300","low readcount"
"Vigun09g177500","low readcount"
"Vigun09g178000","low readcount"
"Vigun09g178100","low readcount"
"Vigun09g178400","low readcount"
"Vigun09g179400","low readcount"
"Vigun09g180300","low readcount"
"Vigun09g181000","low readcount"
"Vigun09g181300","low readcount"
"Vigun09g181500","low readcount"
"Vigun09g181700","low readcount"
"Vigun09g182300","low readcount"
"Vigun09g182600","low readcount"
"Vigun09g182700","low readcount"
"Vigun09g183300","low readcount"
"Vigun09g183700","low readcount"
"Vigun09g183900","low readcount"
"Vigun09g184000","low readcount"
"Vigun09g184500","low readcount"
"Vigun09g184900","low readcount"
"Vigun09g185000","low readcount"
"Vigun09g185050","low readcount"
"Vigun09g185200","low readcount"
"Vigun09g185600","low readcount"
"Vigun09g185900","low readcount"
"Vigun09g186600","low readcount"
"Vigun09g187100","low readcount"
"Vigun09g187200","low readcount"
"Vigun09g187300","low readcount"
"Vigun09g187700","low readcount"
"Vigun09g187900","low readcount"
"Vigun09g188000","low readcount"
"Vigun09g188300","low readcount"
"Vigun09g188600","low readcount"
"Vigun09g188700","low readcount"
"Vigun09g188866","low readcount"
"Vigun09g189300","low readcount"
"Vigun09g189600","low readcount"
"Vigun09g189700","low readcount"
"Vigun09g190300","low readcount"
"Vigun09g191000","low readcount"
"Vigun09g191100","low readcount"
"Vigun09g191500","low readcount"
"Vigun09g191900","low readcount"
"Vigun09g192200","low readcount"
"Vigun09g192300","low readcount"
"Vigun09g192700","low readcount"
"Vigun09g193400","low readcount"
"Vigun09g193700","low readcount"
"Vigun09g194500","low readcount"
"Vigun09g195100","low readcount"
"Vigun09g195500","low readcount"
"Vigun09g195900","low readcount"
"Vigun09g196600","low readcount"
"Vigun09g196700","low readcount"
"Vigun09g196800","low readcount"
"Vigun09g197000","low readcount"
"Vigun09g197250","low readcount"
"Vigun09g197600","low readcount"
"Vigun09g197800","low readcount"
"Vigun09g197900","low readcount"
"Vigun09g198400","low readcount"
"Vigun09g198600","low readcount"
"Vigun09g198800","low readcount"
"Vigun09g198900","low readcount"
"Vigun09g199100","low readcount"
"Vigun09g199400","low readcount"
"Vigun09g199600","low readcount"
"Vigun09g200500","low readcount"
"Vigun09g201100","low readcount"
"Vigun09g201300","low readcount"
"Vigun09g202300","low readcount"
"Vigun09g202500","low readcount"
"Vigun09g203200","low readcount"
"Vigun09g203300","low readcount"
"Vigun09g204000","low readcount"
"Vigun09g204200","low readcount"
"Vigun09g206100","low readcount"
"Vigun09g206200","low readcount"
"Vigun09g206400","low readcount"
"Vigun09g207850","low readcount"
"Vigun09g208300","low readcount"
"Vigun09g208600","low readcount"
"Vigun09g208950","low readcount"
"Vigun09g209700","low readcount"
"Vigun09g209900","low readcount"
"Vigun09g210400","low readcount"
"Vigun09g211000","low readcount"
"Vigun09g211100","low readcount"
"Vigun09g211200","low readcount"
"Vigun09g211300","low readcount"
"Vigun09g212300","low readcount"
"Vigun09g212500","low readcount"
"Vigun09g213700","low readcount"
"Vigun09g214200","low readcount"
"Vigun09g214900","low readcount"
"Vigun09g215100","low readcount"
"Vigun09g215200","low readcount"
"Vigun09g216000","low readcount"
"Vigun09g216500","low readcount"
"Vigun09g216700","low readcount"
"Vigun09g217100","low readcount"
"Vigun09g217500","low readcount"
"Vigun09g217700","low readcount"
"Vigun09g218300","low readcount"
"Vigun09g218500","low readcount"
"Vigun09g219100","low readcount"
"Vigun09g219700","low readcount"
"Vigun09g220200","low readcount"
"Vigun09g220300","low readcount"
"Vigun09g220600","low readcount"
"Vigun09g220700","low readcount"
"Vigun09g220800","low readcount"
"Vigun09g221400","low readcount"
"Vigun09g222000","low readcount"
"Vigun09g222400","low readcount"
"Vigun09g222500","low readcount"
"Vigun09g222600","low readcount"
"Vigun09g223100","low readcount"
"Vigun09g223900","low readcount"
"Vigun09g224000","low readcount"
"Vigun09g224600","low readcount"
"Vigun09g224700","low readcount"
"Vigun09g225700","low readcount"
"Vigun09g226200","low readcount"
"Vigun09g226300","low readcount"
"Vigun09g226400","low readcount"
"Vigun09g226700","low readcount"
"Vigun09g227500","low readcount"
"Vigun09g228000","low readcount"
"Vigun09g228300","low readcount"
"Vigun09g228800","low readcount"
"Vigun09g229100","low readcount"
"Vigun09g229500","low readcount"
"Vigun09g229800","low readcount"
"Vigun09g229900","low readcount"
"Vigun09g230200","low readcount"
"Vigun09g230401","low readcount"
"Vigun09g231200","low readcount"
"Vigun09g231300","low readcount"
"Vigun09g231500","low readcount"
"Vigun09g232300","low readcount"
"Vigun09g232600","low readcount"
"Vigun09g233000","low readcount"
"Vigun09g233100","low readcount"
"Vigun09g234300","low readcount"
"Vigun09g234500","low readcount"
"Vigun09g234600","low readcount"
"Vigun09g235300","low readcount"
"Vigun09g236200","low readcount"
"Vigun09g236700","low readcount"
"Vigun09g236900","low readcount"
"Vigun09g238000","low readcount"
"Vigun09g238400","low readcount"
"Vigun09g238800","low readcount"
"Vigun09g239200","low readcount"
"Vigun09g239600","low readcount"
"Vigun09g240600","low readcount"
"Vigun09g240800","low readcount"
"Vigun09g240900","low readcount"
"Vigun09g241900","low readcount"
"Vigun09g242000","low readcount"
"Vigun09g242200","low readcount"
"Vigun09g242500","low readcount"
"Vigun09g242600","low readcount"
"Vigun09g243100","low readcount"
"Vigun09g243300","low readcount"
"Vigun09g243400","low readcount"
"Vigun09g243600","low readcount"
"Vigun09g243700","low readcount"
"Vigun09g243800","low readcount"
"Vigun09g244100","low readcount"
"Vigun09g244200","low readcount"
"Vigun09g244300","low readcount"
"Vigun09g244500","low readcount"
"Vigun09g244700","low readcount"
"Vigun09g244800","low readcount"
"Vigun09g245000","low readcount"
"Vigun09g245600","low readcount"
"Vigun09g245700","low readcount"
"Vigun09g246100","low readcount"
"Vigun09g246300","low readcount"
"Vigun09g246900","low readcount"
"Vigun09g247100","low readcount"
"Vigun09g247300","low readcount"
"Vigun09g247400","low readcount"
"Vigun09g248000","low readcount"
"Vigun09g248300","low readcount"
"Vigun09g248400","low readcount"
"Vigun09g248700","low readcount"
"Vigun09g250300","low readcount"
"Vigun09g250500","low readcount"
"Vigun09g250900","low readcount"
"Vigun09g251500","low readcount"
"Vigun09g252000","low readcount"
"Vigun09g252100","low readcount"
"Vigun09g252600","low readcount"
"Vigun09g252700","low readcount"
"Vigun09g252900","low readcount"
"Vigun09g253400","low readcount"
"Vigun09g253500","low readcount"
"Vigun09g253800","low readcount"
"Vigun09g253900","low readcount"
"Vigun09g254100","low readcount"
"Vigun09g254400","low readcount"
"Vigun09g254600","low readcount"
"Vigun09g254900","low readcount"
"Vigun09g255100","low readcount"
"Vigun09g255900","low readcount"
"Vigun09g256200","low readcount"
"Vigun09g256300","low readcount"
"Vigun09g256500","low readcount"
"Vigun09g256800","low readcount"
"Vigun09g256900","low readcount"
"Vigun09g257200","low readcount"
"Vigun09g257300","low readcount"
"Vigun09g257500","low readcount"
"Vigun09g257700","low readcount"
"Vigun09g258000","low readcount"
"Vigun09g258300","low readcount"
"Vigun09g258600","low readcount"
"Vigun09g258700","low readcount"
"Vigun09g258800","low readcount"
"Vigun09g259400","low readcount"
"Vigun09g259900","low readcount"
"Vigun09g260000","low readcount"
"Vigun09g260200","low readcount"
"Vigun09g260300","low readcount"
"Vigun09g260400","low readcount"
"Vigun09g261000","low readcount"
"Vigun09g261200","low readcount"
"Vigun09g261500","low readcount"
"Vigun09g261600","low readcount"
"Vigun09g262000","low readcount"
"Vigun09g262200","low readcount"
"Vigun09g262300","low readcount"
"Vigun09g262600","low readcount"
"Vigun09g262700","low readcount"
"Vigun09g264600","low readcount"
"Vigun09g265000","low readcount"
"Vigun09g265100","low readcount"
"Vigun09g265400","low readcount"
"Vigun09g265900","low readcount"
"Vigun09g266100","low readcount"
"Vigun09g266900","low readcount"
"Vigun09g267200","low readcount"
"Vigun09g267300","low readcount"
"Vigun09g267800","low readcount"
"Vigun09g268400","low readcount"
"Vigun09g268600","low readcount"
"Vigun09g269100","low readcount"
"Vigun09g269200","low readcount"
"Vigun09g269600","low readcount"
"Vigun09g269800","low readcount"
"Vigun09g270000","low readcount"
"Vigun09g270300","low readcount"
"Vigun09g270400","low readcount"
"Vigun09g270600","low readcount"
"Vigun09g270900","low readcount"
"Vigun09g272100","low readcount"
"Vigun09g272700","low readcount"
"Vigun09g273300","low readcount"
"Vigun09g273700","low readcount"
"Vigun09g275600","low readcount"
"Vigun09g276600","low readcount"
"Vigun09g276900","low readcount"
"Vigun09g277600","low readcount"
"Vigun09g278100","low readcount"
"Vigun09g278600","low readcount"
"Vigun10g000100","low readcount"
"Vigun10g001100","low readcount"
"Vigun10g001700","low readcount"
"Vigun10g003000","low readcount"
"Vigun10g003200","low readcount"
"Vigun10g003700","low readcount"
"Vigun10g004000","low readcount"
"Vigun10g004500","low readcount"
"Vigun10g005200","low readcount"
"Vigun10g005400","low readcount"
"Vigun10g007000","low readcount"
"Vigun10g008500","low readcount"
"Vigun10g009000","low readcount"
"Vigun10g009100","low readcount"
"Vigun10g009400","low readcount"
"Vigun10g009700","low readcount"
"Vigun10g010000","low readcount"
"Vigun10g010900","low readcount"
"Vigun10g011101","low readcount"
"Vigun10g013600","low readcount"
"Vigun10g013900","low readcount"
"Vigun10g014000","low readcount"
"Vigun10g014900","low readcount"
"Vigun10g015400","low readcount"
"Vigun10g015500","low readcount"
"Vigun10g015700","low readcount"
"Vigun10g016300","low readcount"
"Vigun10g016900","low readcount"
"Vigun10g017300","low readcount"
"Vigun10g018100","low readcount"
"Vigun10g018600","low readcount"
"Vigun10g018700","low readcount"
"Vigun10g018800","low readcount"
"Vigun10g019350","low readcount"
"Vigun10g020100","low readcount"
"Vigun10g020600","low readcount"
"Vigun10g020700","low readcount"
"Vigun10g020800","low readcount"
"Vigun10g021400","low readcount"
"Vigun10g021500","low readcount"
"Vigun10g021900","low readcount"
"Vigun10g023000","low readcount"
"Vigun10g025800","low readcount"
"Vigun10g026400","low readcount"
"Vigun10g026500","low readcount"
"Vigun10g026851","low readcount"
"Vigun10g027900","low readcount"
"Vigun10g028000","low readcount"
"Vigun10g028100","low readcount"
"Vigun10g028650","low readcount"
"Vigun10g028700","low readcount"
"Vigun10g029300","low readcount"
"Vigun10g029700","low readcount"
"Vigun10g031500","low readcount"
"Vigun10g031550","low readcount"
"Vigun10g032000","low readcount"
"Vigun10g032300","low readcount"
"Vigun10g032532","low readcount"
"Vigun10g033566","low readcount"
"Vigun10g033600","low readcount"
"Vigun10g033900","low readcount"
"Vigun10g035000","low readcount"
"Vigun10g035100","low readcount"
"Vigun10g035200","low readcount"
"Vigun10g035300","low readcount"
"Vigun10g036032","low readcount"
"Vigun10g036100","low readcount"
"Vigun10g036200","low readcount"
"Vigun10g036550","low readcount"
"Vigun10g037000","low readcount"
"Vigun10g038100","low readcount"
"Vigun10g039300","low readcount"
"Vigun10g039500","low readcount"
"Vigun10g039700","low readcount"
"Vigun10g039800","low readcount"
"Vigun10g039900","low readcount"
"Vigun10g040500","low readcount"
"Vigun10g040600","low readcount"
"Vigun10g040700","low readcount"
"Vigun10g040800","low readcount"
"Vigun10g041700","low readcount"
"Vigun10g042300","low readcount"
"Vigun10g043301","low readcount"
"Vigun10g044120","low readcount"
"Vigun10g044160","low readcount"
"Vigun10g044500","low readcount"
"Vigun10g044600","low readcount"
"Vigun10g045000","low readcount"
"Vigun10g045300","low readcount"
"Vigun10g046200","low readcount"
"Vigun10g046400","low readcount"
"Vigun10g046600","low readcount"
"Vigun10g047400","low readcount"
"Vigun10g047700","low readcount"
"Vigun10g048150","low readcount"
"Vigun10g048251","low readcount"
"Vigun10g048800","low readcount"
"Vigun10g049000","low readcount"
"Vigun10g049601","low readcount"
"Vigun10g049800","low readcount"
"Vigun10g050200","low readcount"
"Vigun10g050400","low readcount"
"Vigun10g050600","low readcount"
"Vigun10g050700","low readcount"
"Vigun10g050800","low readcount"
"Vigun10g051700","low readcount"
"Vigun10g052200","low readcount"
"Vigun10g052500","low readcount"
"Vigun10g052800","low readcount"
"Vigun10g053300","low readcount"
"Vigun10g054800","low readcount"
"Vigun10g054900","low readcount"
"Vigun10g056000","low readcount"
"Vigun10g056100","low readcount"
"Vigun10g056400","low readcount"
"Vigun10g056700","low readcount"
"Vigun10g057700","low readcount"
"Vigun10g058000","low readcount"
"Vigun10g058514","low readcount"
"Vigun10g058542","low readcount"
"Vigun10g058556","low readcount"
"Vigun10g058650","low readcount"
"Vigun10g059001","low readcount"
"Vigun10g059300","low readcount"
"Vigun10g060066","low readcount"
"Vigun10g060100","low readcount"
"Vigun10g060800","low readcount"
"Vigun10g060866","low readcount"
"Vigun10g061100","low readcount"
"Vigun10g062650","low readcount"
"Vigun10g063500","low readcount"
"Vigun10g063800","low readcount"
"Vigun10g063900","low readcount"
"Vigun10g064200","low readcount"
"Vigun10g064400","low readcount"
"Vigun10g064450","low readcount"
"Vigun10g064900","low readcount"
"Vigun10g065300","low readcount"
"Vigun10g065500","low readcount"
"Vigun10g065600","low readcount"
"Vigun10g065800","low readcount"
"Vigun10g065975","low readcount"
"Vigun10g066100","low readcount"
"Vigun10g066300","low readcount"
"Vigun10g066433","low readcount"
"Vigun10g067300","low readcount"
"Vigun10g070500","low readcount"
"Vigun10g076400","low readcount"
"Vigun10g076600","low readcount"
"Vigun10g076700","low readcount"
"Vigun10g076876","low readcount"
"Vigun10g077500","low readcount"
"Vigun10g078233","low readcount"
"Vigun10g078300","low readcount"
"Vigun10g078500","low readcount"
"Vigun10g078700","low readcount"
"Vigun10g079400","low readcount"
"Vigun10g079500","low readcount"
"Vigun10g079600","low readcount"
"Vigun10g079800","low readcount"
"Vigun10g080025","low readcount"
"Vigun10g080200","low readcount"
"Vigun10g080500","low readcount"
"Vigun10g081800","low readcount"
"Vigun10g081966","low readcount"
"Vigun10g082701","low readcount"
"Vigun10g082900","low readcount"
"Vigun10g083200","low readcount"
"Vigun10g083750","low readcount"
"Vigun10g085100","low readcount"
"Vigun10g085600","low readcount"
"Vigun10g086100","low readcount"
"Vigun10g086300","low readcount"
"Vigun10g087200","low readcount"
"Vigun10g087500","low readcount"
"Vigun10g087600","low readcount"
"Vigun10g087800","low readcount"
"Vigun10g088300","low readcount"
"Vigun10g089000","low readcount"
"Vigun10g089100","low readcount"
"Vigun10g089300","low readcount"
"Vigun10g090050","low readcount"
"Vigun10g090100","low readcount"
"Vigun10g090200","low readcount"
"Vigun10g090300","low readcount"
"Vigun10g090400","low readcount"
"Vigun10g090500","low readcount"
"Vigun10g091300","low readcount"
"Vigun10g091600","low readcount"
"Vigun10g091700","low readcount"
"Vigun10g091800","low readcount"
"Vigun10g092000","low readcount"
"Vigun10g092100","low readcount"
"Vigun10g092300","low readcount"
"Vigun10g093400","low readcount"
"Vigun10g094800","low readcount"
"Vigun10g095901","low readcount"
"Vigun10g096200","low readcount"
"Vigun10g096700","low readcount"
"Vigun10g097300","low readcount"
"Vigun10g097500","low readcount"
"Vigun10g098000","low readcount"
"Vigun10g098875","low readcount"
"Vigun10g100000","low readcount"
"Vigun10g100400","low readcount"
"Vigun10g100500","low readcount"
"Vigun10g101000","low readcount"
"Vigun10g101100","low readcount"
"Vigun10g101600","low readcount"
"Vigun10g101700","low readcount"
"Vigun10g102150","low readcount"
"Vigun10g102350","low readcount"
"Vigun10g102700","low readcount"
"Vigun10g102766","low readcount"
"Vigun10g102800","low readcount"
"Vigun10g103100","low readcount"
"Vigun10g103200","low readcount"
"Vigun10g103400","low readcount"
"Vigun10g103900","low readcount"
"Vigun10g104200","low readcount"
"Vigun10g104300","low readcount"
"Vigun10g105300","low readcount"
"Vigun10g105550","low readcount"
"Vigun10g105600","low readcount"
"Vigun10g106400","low readcount"
"Vigun10g108000","low readcount"
"Vigun10g109100","low readcount"
"Vigun10g109300","low readcount"
"Vigun10g109400","low readcount"
"Vigun10g109700","low readcount"
"Vigun10g109800","low readcount"
"Vigun10g109900","low readcount"
"Vigun10g111000","low readcount"
"Vigun10g111200","low readcount"
"Vigun10g111850","low readcount"
"Vigun10g111900","low readcount"
"Vigun10g112000","low readcount"
"Vigun10g112400","low readcount"
"Vigun10g112500","low readcount"
"Vigun10g112600","low readcount"
